frame,div_pos,div_px
776,0.000000000e0,0.000000000e0
777,0.000000000e0,0.000000000e0
778,0.000000000e0,0.000000000e0
779,0.000000000e0,0.000000000e0
780,0.000000000e0,0.000000000e0
781,0.000000000e0,0.000000000e0
782,0.000000000e0,0.000000000e0
783,0.000000000e0,0.000000000e0
784,0.000000000e0,0.000000000e0
785,0.000000000e0,0.000000000e0
786,0.000000000e0,0.000000000e0
787,0.000000000e0,0.000000000e0
788,0.000000000e0,0.000000000e0
789,0.000000000e0,0.000000000e0
790,0.000000000e0,0.000000000e0
791,0.000000000e0,0.000000000e0
792,0.000000000e0,0.000000000e0
793,0.000000000e0,0.000000000e0
794,0.000000000e0,0.000000000e0
795,0.000000000e0,0.000000000e0
796,0.000000000e0,0.000000000e0
797,0.000000000e0,0.000000000e0
798,0.000000000e0,0.000000000e0
799,0.000000000e0,0.000000000e0
800,0.000000000e0,0.000000000e0
801,0.000000000e0,0.000000000e0
802,0.000000000e0,0.000000000e0
803,0.000000000e0,0.000000000e0
804,0.000000000e0,0.000000000e0
805,0.000000000e0,0.000000000e0
806,0.000000000e0,0.000000000e0
807,0.000000000e0,0.000000000e0
808,0.000000000e0,0.000000000e0
809,0.000000000e0,0.000000000e0
810,0.000000000e0,0.000000000e0
811,0.000000000e0,0.000000000e0
812,0.000000000e0,0.000000000e0
813,0.000000000e0,0.000000000e0
814,0.000000000e0,0.000000000e0
815,0.000000000e0,0.000000000e0
816,0.000000000e0,0.000000000e0
817,0.000000000e0,0.000000000e0
818,0.000000000e0,0.000000000e0
819,0.000000000e0,0.000000000e0
820,0.000000000e0,0.000000000e0
821,0.000000000e0,0.000000000e0
822,0.000000000e0,0.000000000e0
823,0.000000000e0,0.000000000e0
824,0.000000000e0,0.000000000e0
825,0.000000000e0,0.000000000e0
826,0.000000000e0,0.000000000e0
827,0.000000000e0,0.000000000e0
828,0.000000000e0,0.000000000e0
829,0.000000000e0,0.000000000e0
830,0.000000000e0,0.000000000e0
831,0.000000000e0,0.000000000e0
832,0.000000000e0,0.000000000e0
833,0.000000000e0,0.000000000e0
834,0.000000000e0,0.000000000e0
835,0.000000000e0,0.000000000e0
836,0.000000000e0,0.000000000e0
837,0.000000000e0,0.000000000e0
838,0.000000000e0,0.000000000e0
839,0.000000000e0,0.000000000e0
840,0.000000000e0,0.000000000e0
841,0.000000000e0,0.000000000e0
842,0.000000000e0,0.000000000e0
843,0.000000000e0,0.000000000e0
844,0.000000000e0,0.000000000e0
845,0.000000000e0,0.000000000e0
846,0.000000000e0,0.000000000e0
847,0.000000000e0,0.000000000e0
848,0.000000000e0,0.000000000e0
849,0.000000000e0,0.000000000e0
850,0.000000000e0,0.000000000e0
851,0.000000000e0,0.000000000e0
852,0.000000000e0,0.000000000e0
853,0.000000000e0,0.000000000e0
854,0.000000000e0,0.000000000e0
855,0.000000000e0,0.000000000e0
856,0.000000000e0,0.000000000e0
857,0.000000000e0,0.000000000e0
858,0.000000000e0,0.000000000e0
859,0.000000000e0,0.000000000e0
860,0.000000000e0,0.000000000e0
861,0.000000000e0,0.000000000e0
862,0.000000000e0,0.000000000e0
863,0.000000000e0,0.000000000e0
864,0.000000000e0,0.000000000e0
865,0.000000000e0,0.000000000e0
866,0.000000000e0,0.000000000e0
867,0.000000000e0,0.000000000e0
868,0.000000000e0,0.000000000e0
869,0.000000000e0,0.000000000e0
870,0.000000000e0,0.000000000e0
871,0.000000000e0,0.000000000e0
872,0.000000000e0,0.000000000e0
873,0.000000000e0,0.000000000e0
874,0.000000000e0,0.000000000e0
875,0.000000000e0,0.000000000e0
876,0.000000000e0,0.000000000e0
877,0.000000000e0,0.000000000e0
878,0.000000000e0,0.000000000e0
879,0.000000000e0,0.000000000e0
880,0.000000000e0,0.000000000e0
881,0.000000000e0,0.000000000e0
882,0.000000000e0,0.000000000e0
883,0.000000000e0,0.000000000e0
884,0.000000000e0,0.000000000e0
885,0.000000000e0,0.000000000e0
886,0.000000000e0,0.000000000e0
887,0.000000000e0,0.000000000e0
888,0.000000000e0,0.000000000e0
889,0.000000000e0,0.000000000e0
890,0.000000000e0,0.000000000e0
891,0.000000000e0,0.000000000e0
892,0.000000000e0,0.000000000e0
893,0.000000000e0,0.000000000e0
894,0.000000000e0,0.000000000e0
895,0.000000000e0,0.000000000e0
896,0.000000000e0,0.000000000e0
897,0.000000000e0,0.000000000e0
898,0.000000000e0,0.000000000e0
899,0.000000000e0,0.000000000e0
900,0.000000000e0,0.000000000e0
901,0.000000000e0,0.000000000e0
902,0.000000000e0,0.000000000e0
903,0.000000000e0,0.000000000e0
904,0.000000000e0,0.000000000e0
905,0.000000000e0,0.000000000e0
906,0.000000000e0,0.000000000e0
907,0.000000000e0,0.000000000e0
908,0.000000000e0,0.000000000e0
909,0.000000000e0,0.000000000e0
910,0.000000000e0,0.000000000e0
911,0.000000000e0,0.000000000e0
912,0.000000000e0,0.000000000e0
913,0.000000000e0,0.000000000e0
914,0.000000000e0,0.000000000e0
915,0.000000000e0,0.000000000e0
916,0.000000000e0,0.000000000e0
917,0.000000000e0,0.000000000e0
918,0.000000000e0,0.000000000e0
919,0.000000000e0,0.000000000e0
920,0.000000000e0,0.000000000e0
921,0.000000000e0,0.000000000e0
922,0.000000000e0,0.000000000e0
923,0.000000000e0,0.000000000e0
924,0.000000000e0,0.000000000e0
925,0.000000000e0,0.000000000e0
926,0.000000000e0,0.000000000e0
927,0.000000000e0,0.000000000e0
928,0.000000000e0,0.000000000e0
929,0.000000000e0,0.000000000e0
930,0.000000000e0,0.000000000e0
931,0.000000000e0,0.000000000e0
932,0.000000000e0,0.000000000e0
933,0.000000000e0,0.000000000e0
934,0.000000000e0,0.000000000e0
935,0.000000000e0,0.000000000e0
936,0.000000000e0,0.000000000e0
937,0.000000000e0,0.000000000e0
938,0.000000000e0,0.000000000e0
939,0.000000000e0,0.000000000e0
940,0.000000000e0,0.000000000e0
941,0.000000000e0,0.000000000e0
942,0.000000000e0,0.000000000e0
943,0.000000000e0,0.000000000e0
944,0.000000000e0,0.000000000e0
945,0.000000000e0,0.000000000e0
946,0.000000000e0,0.000000000e0
947,0.000000000e0,0.000000000e0
948,0.000000000e0,0.000000000e0
949,0.000000000e0,0.000000000e0
950,0.000000000e0,0.000000000e0
951,0.000000000e0,0.000000000e0
952,0.000000000e0,0.000000000e0
953,0.000000000e0,0.000000000e0
954,0.000000000e0,0.000000000e0
955,0.000000000e0,0.000000000e0
956,0.000000000e0,0.000000000e0
957,0.000000000e0,0.000000000e0
958,0.000000000e0,0.000000000e0
959,0.000000000e0,0.000000000e0
960,0.000000000e0,0.000000000e0
961,0.000000000e0,0.000000000e0
962,0.000000000e0,0.000000000e0
963,0.000000000e0,0.000000000e0
964,0.000000000e0,0.000000000e0
965,0.000000000e0,0.000000000e0
966,0.000000000e0,0.000000000e0
967,0.000000000e0,0.000000000e0
968,0.000000000e0,0.000000000e0
969,0.000000000e0,0.000000000e0
970,0.000000000e0,0.000000000e0
971,0.000000000e0,0.000000000e0
972,0.000000000e0,0.000000000e0
973,0.000000000e0,0.000000000e0
974,0.000000000e0,0.000000000e0
975,0.000000000e0,0.000000000e0
976,0.000000000e0,0.000000000e0
977,0.000000000e0,0.000000000e0
978,0.000000000e0,0.000000000e0
979,0.000000000e0,0.000000000e0
980,0.000000000e0,0.000000000e0
981,0.000000000e0,0.000000000e0
982,0.000000000e0,0.000000000e0
983,0.000000000e0,0.000000000e0
984,0.000000000e0,0.000000000e0
985,0.000000000e0,0.000000000e0
986,0.000000000e0,0.000000000e0
987,0.000000000e0,0.000000000e0
988,0.000000000e0,0.000000000e0
989,0.000000000e0,0.000000000e0
990,0.000000000e0,0.000000000e0
991,0.000000000e0,0.000000000e0
992,0.000000000e0,0.000000000e0
993,0.000000000e0,0.000000000e0
994,0.000000000e0,0.000000000e0
995,0.000000000e0,0.000000000e0
996,0.000000000e0,0.000000000e0
997,0.000000000e0,0.000000000e0
998,0.000000000e0,0.000000000e0
999,0.000000000e0,0.000000000e0
1000,0.000000000e0,0.000000000e0
1001,0.000000000e0,0.000000000e0
1002,0.000000000e0,0.000000000e0
1003,0.000000000e0,0.000000000e0
1004,0.000000000e0,0.000000000e0
1005,0.000000000e0,0.000000000e0
1006,0.000000000e0,0.000000000e0
1007,0.000000000e0,0.000000000e0
1008,0.000000000e0,0.000000000e0
1009,0.000000000e0,0.000000000e0
1010,0.000000000e0,0.000000000e0
1011,0.000000000e0,0.000000000e0
1012,0.000000000e0,0.000000000e0
1013,0.000000000e0,0.000000000e0
1014,0.000000000e0,0.000000000e0
1015,0.000000000e0,0.000000000e0
1016,0.000000000e0,0.000000000e0
1017,0.000000000e0,0.000000000e0
1018,0.000000000e0,0.000000000e0
1019,0.000000000e0,0.000000000e0
1020,0.000000000e0,0.000000000e0
1021,0.000000000e0,0.000000000e0
1022,0.000000000e0,0.000000000e0
1023,0.000000000e0,0.000000000e0
1024,0.000000000e0,0.000000000e0
1025,0.000000000e0,0.000000000e0
1026,0.000000000e0,0.000000000e0
1027,0.000000000e0,0.000000000e0
1028,0.000000000e0,0.000000000e0
1029,0.000000000e0,0.000000000e0
1030,0.000000000e0,0.000000000e0
1031,0.000000000e0,0.000000000e0
1032,0.000000000e0,0.000000000e0
1033,0.000000000e0,0.000000000e0
1034,0.000000000e0,0.000000000e0
1035,0.000000000e0,0.000000000e0
1036,0.000000000e0,0.000000000e0
1037,0.000000000e0,0.000000000e0
1038,0.000000000e0,0.000000000e0
1039,0.000000000e0,0.000000000e0
1040,0.000000000e0,0.000000000e0
1041,0.000000000e0,0.000000000e0
1042,0.000000000e0,0.000000000e0
1043,0.000000000e0,0.000000000e0
1044,0.000000000e0,0.000000000e0
1045,0.000000000e0,0.000000000e0
1046,0.000000000e0,0.000000000e0
1047,0.000000000e0,0.000000000e0
1048,0.000000000e0,0.000000000e0
1049,0.000000000e0,0.000000000e0
1050,0.000000000e0,0.000000000e0
1051,0.000000000e0,0.000000000e0
1052,0.000000000e0,0.000000000e0
1053,0.000000000e0,0.000000000e0
1054,0.000000000e0,0.000000000e0
1055,0.000000000e0,0.000000000e0
1056,0.000000000e0,0.000000000e0
1057,0.000000000e0,0.000000000e0
1058,0.000000000e0,0.000000000e0
1059,0.000000000e0,0.000000000e0
1060,0.000000000e0,0.000000000e0
1061,0.000000000e0,0.000000000e0
1062,0.000000000e0,0.000000000e0
1063,0.000000000e0,0.000000000e0
1064,0.000000000e0,0.000000000e0
1065,0.000000000e0,0.000000000e0
1066,0.000000000e0,0.000000000e0
1067,0.000000000e0,0.000000000e0
1068,0.000000000e0,0.000000000e0
1069,0.000000000e0,0.000000000e0
1070,0.000000000e0,0.000000000e0
1071,0.000000000e0,0.000000000e0
1072,0.000000000e0,0.000000000e0
1073,0.000000000e0,0.000000000e0
1074,0.000000000e0,0.000000000e0
1075,0.000000000e0,0.000000000e0
1076,0.000000000e0,0.000000000e0
1077,0.000000000e0,0.000000000e0
1078,0.000000000e0,0.000000000e0
1079,0.000000000e0,0.000000000e0
1080,0.000000000e0,0.000000000e0
1081,0.000000000e0,0.000000000e0
1082,0.000000000e0,0.000000000e0
1083,0.000000000e0,0.000000000e0
1084,0.000000000e0,0.000000000e0
1085,0.000000000e0,0.000000000e0
1086,0.000000000e0,0.000000000e0
1087,0.000000000e0,0.000000000e0
1088,0.000000000e0,0.000000000e0
1089,0.000000000e0,0.000000000e0
1090,0.000000000e0,0.000000000e0
1091,0.000000000e0,0.000000000e0
1092,0.000000000e0,0.000000000e0
1093,0.000000000e0,0.000000000e0
1094,0.000000000e0,0.000000000e0
1095,0.000000000e0,0.000000000e0
1096,0.000000000e0,0.000000000e0
1097,0.000000000e0,0.000000000e0
1098,0.000000000e0,0.000000000e0
1099,0.000000000e0,0.000000000e0
1100,0.000000000e0,0.000000000e0
1101,0.000000000e0,0.000000000e0
1102,0.000000000e0,0.000000000e0
1103,0.000000000e0,0.000000000e0
1104,0.000000000e0,0.000000000e0
1105,0.000000000e0,0.000000000e0
1106,0.000000000e0,0.000000000e0
1107,0.000000000e0,0.000000000e0
1108,0.000000000e0,0.000000000e0
1109,0.000000000e0,0.000000000e0
1110,0.000000000e0,0.000000000e0
1111,0.000000000e0,0.000000000e0
1112,0.000000000e0,0.000000000e0
1113,0.000000000e0,0.000000000e0
1114,0.000000000e0,0.000000000e0
1115,0.000000000e0,0.000000000e0
1116,0.000000000e0,0.000000000e0
1117,0.000000000e0,0.000000000e0
1118,0.000000000e0,0.000000000e0
1119,0.000000000e0,0.000000000e0
1120,0.000000000e0,0.000000000e0
1121,0.000000000e0,0.000000000e0
1122,0.000000000e0,0.000000000e0
1123,0.000000000e0,0.000000000e0
1124,0.000000000e0,0.000000000e0
1125,0.000000000e0,0.000000000e0
1126,0.000000000e0,0.000000000e0
1127,0.000000000e0,0.000000000e0
1128,0.000000000e0,0.000000000e0
1129,0.000000000e0,0.000000000e0
1130,0.000000000e0,0.000000000e0
1131,0.000000000e0,0.000000000e0
1132,0.000000000e0,0.000000000e0
1133,0.000000000e0,0.000000000e0
1134,0.000000000e0,0.000000000e0
1135,0.000000000e0,0.000000000e0
1136,0.000000000e0,0.000000000e0
1137,0.000000000e0,0.000000000e0
1138,0.000000000e0,0.000000000e0
1139,0.000000000e0,0.000000000e0
1140,0.000000000e0,0.000000000e0
1141,0.000000000e0,0.000000000e0
1142,0.000000000e0,0.000000000e0
1143,0.000000000e0,0.000000000e0
1144,0.000000000e0,0.000000000e0
1145,0.000000000e0,0.000000000e0
1146,0.000000000e0,0.000000000e0
1147,0.000000000e0,0.000000000e0
1148,0.000000000e0,0.000000000e0
1149,0.000000000e0,0.000000000e0
1150,0.000000000e0,0.000000000e0
1151,0.000000000e0,0.000000000e0
1152,0.000000000e0,0.000000000e0
1153,0.000000000e0,0.000000000e0
1154,0.000000000e0,0.000000000e0
1155,0.000000000e0,0.000000000e0
1156,0.000000000e0,0.000000000e0
1157,0.000000000e0,0.000000000e0
1158,0.000000000e0,0.000000000e0
1159,0.000000000e0,0.000000000e0
1160,0.000000000e0,0.000000000e0
1161,0.000000000e0,0.000000000e0
1162,0.000000000e0,0.000000000e0
1163,0.000000000e0,0.000000000e0
1164,0.000000000e0,0.000000000e0
1165,0.000000000e0,0.000000000e0
1166,0.000000000e0,0.000000000e0
1167,0.000000000e0,0.000000000e0
1168,0.000000000e0,0.000000000e0
1169,0.000000000e0,0.000000000e0
1170,0.000000000e0,0.000000000e0
1171,0.000000000e0,0.000000000e0
1172,0.000000000e0,0.000000000e0
1173,0.000000000e0,0.000000000e0
1174,0.000000000e0,0.000000000e0
1175,0.000000000e0,0.000000000e0
1176,0.000000000e0,0.000000000e0
1177,0.000000000e0,0.000000000e0
1178,0.000000000e0,0.000000000e0
1179,0.000000000e0,0.000000000e0
1180,0.000000000e0,0.000000000e0
1181,0.000000000e0,0.000000000e0
1182,0.000000000e0,0.000000000e0
1183,0.000000000e0,0.000000000e0
1184,0.000000000e0,0.000000000e0
1185,0.000000000e0,0.000000000e0
1186,0.000000000e0,0.000000000e0
1187,0.000000000e0,0.000000000e0
1188,0.000000000e0,0.000000000e0
1189,0.000000000e0,0.000000000e0
1190,0.000000000e0,0.000000000e0
1191,0.000000000e0,0.000000000e0
1192,0.000000000e0,0.000000000e0
1193,0.000000000e0,0.000000000e0
1194,0.000000000e0,0.000000000e0
1195,0.000000000e0,0.000000000e0
1196,0.000000000e0,0.000000000e0
1197,0.000000000e0,0.000000000e0
1198,0.000000000e0,0.000000000e0
1199,0.000000000e0,0.000000000e0
